0.001000	0.000000
0.011000	0.000008
0.021000	0.000028
0.031000	0.000060
0.041000	0.000105
0.051000	0.000162
0.061000	0.000232
0.071000	0.000315
0.081000	0.000410
0.091000	0.000517
0.101000	0.000636
0.111000	0.000768
0.121000	0.000913
0.131000	0.001070
0.141000	0.001238
0.151000	0.001420
0.161000	0.001613
0.171000	0.001819
0.181000	0.002036
0.191000	0.002266
0.201000	0.002508
0.211000	0.002762
0.221000	0.003028
0.231000	0.003306
0.241000	0.003595
0.251000	0.003897
0.261000	0.004210
0.271000	0.004535
0.281000	0.004871
0.291000	0.005219
0.301000	0.005579
0.311000	0.005950
0.321000	0.006332
0.331000	0.006726
0.341000	0.007130
0.351000	0.007546
0.361000	0.007973
0.371000	0.008411
0.381000	0.008860
0.391000	0.009320
0.401000	0.009790
0.411000	0.010272
0.421000	0.010763
0.431000	0.011266
0.441000	0.011778
0.451000	0.012301
0.461000	0.012834
0.471000	0.013378
0.481000	0.013931
0.491000	0.014494
0.501000	0.015068
0.511000	0.015651
0.521000	0.016243
0.531000	0.016846
0.541000	0.017457
0.551000	0.018079
0.561000	0.018709
0.571000	0.019349
0.581000	0.019998
0.591000	0.020655
0.601000	0.021322
0.611000	0.021998
0.621000	0.022682
0.631000	0.023375
0.641000	0.024076
0.651000	0.024786
0.661000	0.025504
0.671000	0.026230
0.681000	0.026964
0.691000	0.027707
0.701000	0.028457
0.711000	0.029215
0.721000	0.029981
0.731000	0.030754
0.741000	0.031535
0.751000	0.032324
0.761000	0.033120
0.771000	0.033922
0.781000	0.034732
0.791000	0.035550
0.801000	0.036374
0.811000	0.037204
0.821000	0.038042
0.831000	0.038886
0.841000	0.039737
0.851000	0.040594
0.861000	0.041458
0.871000	0.042327
0.881000	0.043203
0.891000	0.044085
0.901000	0.044974
0.911000	0.045868
0.921000	0.046767
0.931000	0.047673
0.941000	0.048584
0.951000	0.049501
0.961000	0.050423
0.971000	0.051351
0.981000	0.052283
0.991000	0.053222
1.001000	0.054165
1.011000	0.055113
1.021000	0.056066
1.031000	0.057025
1.041000	0.057988
1.051000	0.058955
1.061000	0.059928
1.071000	0.060905
1.081000	0.061887
1.091000	0.062873
1.101000	0.063863
1.111000	0.064858
1.121000	0.065857
1.131000	0.066860
1.141000	0.067868
1.151000	0.068879
1.161000	0.069895
1.171000	0.070914
1.181000	0.071937
1.191000	0.072964
1.201000	0.073995
1.211000	0.075030
1.221000	0.076068
1.231000	0.077110
1.241000	0.078155
1.251000	0.079204
1.261000	0.080256
1.271000	0.081312
1.281000	0.082371
1.291000	0.083433
1.301000	0.084499
1.311000	0.085568
1.321000	0.086640
1.331000	0.087715
1.341000	0.088793
1.351000	0.089874
1.361000	0.090958
1.371000	0.092045
1.381000	0.093135
1.391000	0.094228
1.401000	0.095324
1.411000	0.096423
1.421000	0.097524
1.431000	0.098629
1.441000	0.099736
1.451000	0.100845
1.461000	0.101958
1.471000	0.103073
1.481000	0.104190
1.491000	0.105311
1.501000	0.106434
1.511000	0.107559
1.521000	0.108687
1.531000	0.109818
1.541000	0.110951
1.551000	0.112086
1.561000	0.113224
1.571000	0.114365
1.581000	0.115508
1.591000	0.116653
1.601000	0.117801
1.611000	0.118951
1.621000	0.120103
1.631000	0.121258
1.641000	0.122416
1.651000	0.123575
1.661000	0.124738
1.671000	0.125902
1.681000	0.127069
1.691000	0.128238
1.701000	0.129410
1.711000	0.130583
1.721000	0.131760
1.731000	0.132938
1.741000	0.134119
1.751000	0.135303
1.761000	0.136488
1.771000	0.137676
1.781000	0.138867
1.791000	0.140060
1.801000	0.141255
1.811000	0.142452
1.821000	0.143652
1.831000	0.144854
1.841000	0.146059
1.851000	0.147266
1.861000	0.148476
1.871000	0.149688
1.881000	0.150902
1.891000	0.152119
1.901000	0.153339
1.911000	0.154560
1.921000	0.155785
1.931000	0.157012
1.941000	0.158241
1.951000	0.159473
1.961000	0.160708
1.971000	0.161945
1.981000	0.163185
1.991000	0.164427
2.001000	0.165672
2.011000	0.166920
2.021000	0.168170
2.031000	0.169423
2.041000	0.170679
2.051000	0.171937
2.061000	0.173198
2.071000	0.174462
2.081000	0.175729
2.091000	0.176999
2.101000	0.178271
2.111000	0.179547
2.121000	0.180825
2.131000	0.182107
2.141000	0.183391
2.151000	0.184678
2.161000	0.185968
2.171000	0.187262
2.181000	0.188558
2.191000	0.189857
2.201000	0.191160
2.211000	0.192466
2.221000	0.193775
2.231000	0.195087
2.241000	0.196402
2.251000	0.197721
2.261000	0.199043
2.271000	0.200369
2.281000	0.201697
2.291000	0.203030
2.301000	0.204365
2.311000	0.205704
2.321000	0.207047
